Word                     Frequency
template                 1
tennis                   1
tens                     1
tensile                  1
tequila                  1
term                     1
termed                   1
terminus                 2
terms                    4
terrestrial              1
territories              1
test                     15
tested                   5
testing                  7
tests                    7
texas                    4
than                     58
thank                    2
thanks                   1
that                     357
thats                    6
the                      1648
theft                    1
their                    70
them                     29
then                     23
theoretical              3
theories                 1
theory                   4
therapeutic              1
therapies                3
therapy                  12
there                    30
therefore                5
theres                   4
thermal                  2
these                    69
thesis                   1
they                     100
theyre                   2
theyve                   1
thick                    1
thickness                1
thin                     6
thing                    4
things                   11
think                    8
thinking                 3
thinnest                 2
third                    1
thirty                   1
this                     143
thompson                 7
those                    33
though                   6
thought                  4
thousand                 1
thousands                3
threats                  1
three                    8
three-axis               2
three-dimensional        2
three-month              1
three-year               1
thrilling                1
through                  21
throughout               4
throwing                 1
thrown                   1
thus                     5
ticker                   1
ticket                   1
tidal                    1
tidally                  1
tide                     1
tides                    1
time                     43
time-distance            1
time-intensive           1
time-lapse               2
time-limited             1
timeline                 1
times                    20
timescales               1
tiny                     6
tip                      1
tisdale                  3
tissue                   1
tissues                  2
titanium                 1
to                       651
today                    8
todays                   2
together                 11
told                     11
tolerated                1
toll-free                1
tomorrow                 1
tons                     1
too                      8
took                     6
tool                     1
tools                    3
tooth                    1
toothed                  5
top                      8
topic                    1
topics                   1
topography               1
tor                      1
tornado                  1
torsion                  1
total                    4
touched                  2
touchpad                 2
touchpads                1
tougher                  4
tourism                  2
touting                  1
toward                   9
towards                  7
tower                    1
towers                   1
trace                    1
traced                   3
track                    4
tracker                  1
tracking                 1
trademark                1
traditional              3
traits                   1
transceivers             1
transcribed              2
transcript               1
transfer                 4
transferred              3
transform                1
transformation           1
transformed              1
transistors              2
transition               3
translational            1
transmission             1
transmit                 1
transparent              4
transport                2
transportation           1
trapping                 1
travel                   3
traveling                2
traverses                1
treat                    1
treated                  2
treating                 1
treatment                2
treatments               3
tree                     1
trend                    1
trial                    7
trials                   3
trick:                   1
tried                    2
trigger                  1
trillion                 1
trips                    1
trough                   1
troy                     1
truck                    1
true                     2
truly                    4
try                      2
trying                   5
tu                       3
tube                     3
tubing                   11
tuesday                  1
tuesdays                 1
tumor                    3
tumour                   2
tumour-selective         2
tumours                  4
tune                     1
turbine                  3
turbines                 2
turbulent                1
turkey                   1
turkish                  1
turn                     6
turnaround               2
turned                   4
turning                  1
turnover                 1
tv                       2
tvis                     1
twenty                   1
twenty-fifth             1
twenty-fold              1
twice                    4
twilight                 2
twin                     2
twist                    1
twisted                  1
twitter                  1
two                      54
two-dimensional          2
tyler                    1
type                     3
types                    3
typical                  4
typically                1
u-m                      5
u.k.                     2
u.s.                     11
uc                       6
ucla                     6
uk                       1
ulcers                   1
ulm                      1
ultimately               1
ultra-precise            1
ultra-sensitive          1
ultrathin                1
ultraviolet              1
unable                   1
unaccounted              1
unannounced              1
unanswered               1
unclear                  1
unconfirmed              1
uncontrolled             1
uncover                  2
uncovered                2
uncultured               1
under                    12
undergo                  2
understand               8
understanding            9
understood               3
underwater               1
unemployment             1
unequal                  1
unexpected               2
unexplained              3
unfertilised             2
unfortunate              1
unified                  1
unintended               1
unions                   1
unique                   11
unit                     1
united                   1
universally              1
universe                 1
universities             3
university               36
universitys              1
unknown                  1
unleashes                1
unless                   3
unlike                   3
unloaded                 1
unmask                   1
unnamed                  1
unprecedented            4
unravel                  1
unravelling              2
unreactive               2
unrealized               1
unreleased               4
unscathed                1
until                    4
untreated                1
unused                   1
unusual                  5
uottawa                  2
up                       28
upsets                   1
upstream                 2
upward                   1
us                       10
usa                      2
usable                   1
usage                    1
use                      33
used                     32
useful                   5
users                    7
uses                     6
using                    25
usual                    1
usually                  4
utility                  2
utilizes                 1
utilizing                1
va                       1
vaccine                  12
vaccines                 3
vaccinia                 1
validation               1
valley                   1
valuable                 1
value                    4
value:                   1
values                   2
valve                    1
valves                   1
van                      1
vancomycin               1
vandenberg               2
variety                  1
various                  3
vdi                      3
vegas                    1
vegetation               1
vehicle                  5
vehicles                 3
veins                    1
velocities               1
velocity                 1
venerable                1
venture                  1
verify                   1
verizon                  2
versatile                2
vertical                 1
vertically               1
very                     24
veteran                  1
via                      5
vibrate                  1
vibrations               1
vice                     1
victoria                 4
video                    12
videos                   1
vienna                   6
view                     4
viewed                   3
viirs                    2
vinyl                    2
violate                  1
violates                 1
violating                1
violence                 1
viral                    5
virtual                  4
virtualization           12
virtualized              4
virus                    10
viruses                  5
visibility               1
visible                  2
visible-light            1
visible/infrared         1
vision                   5
visit                    1
visited                  2
visual                   4
vital                    1
vitro-fertilisation      1
vmware                   1
vmworld                  3
voice                    4
void                     1
volcanic                 1
voltage                  1
volume                   1
vowed                    1
vulnerability            1
vulnerable               2
w.m                      1
waals                    1
waged                    1
waiting                  1
wall                     4
wallower                 1
walls                    2
walter                   1
wang                     1
want                     8
wanted                   2
wants                    1
warm                     2
warmest                  1
warming                  5
warner                   1
warnings                 1
warrant                  1
was                      91
washington               5
wasnt                    1
wastage                  1
wasted                   1
watched                  1
watching                 1
water                    34
water:                   1
watershed                1
wave                     2
wavelengths              4
waverider-type           1
waves                    6
way                      19
ways                     2
we                       98
weaker                   1
weapon                   1
wear                     2
wearing                  1
weather                  7
web                      2
wed                      1
wednesday                1
week                     7
weekends                 1
weekly                   1
weeks                    5
weigh                    2
weighing                 1
weight                   3
well                     15
well-built               1
well-known               3
well-organized           1
well-preserved           1
went                     4
were                     55
werent                   2
western                  2
wet                      2
weve                     8
whale                    6
whales                   18
what                     32
whatever                 1
whats                    5
when                     36
where                    28
whether                  3
which                    80
while                    20
whim                     1
whispernet               1
whispernet:              1
whispersync              2
who                      39
whole                    5
whos                     2
why                      12
why:                     1
wi-fi                    4
wide                     4
wide-field               1
widely                   3
widespread               1
wikileaks                1
wilan                    10
wilans                   3
wild                     2
will                     59
william                  1
willing                  1
wind                     8
window                   2
windows                  11
wing                     1
winged                   1
wings                    2
winning                  2
wins                     1
wire                     1
wired                    1
wireless                 9
wires                    1
wise                     13
wises                    1
wishful                  1
with                     167
within                   13
without                  12
wonder                   3
wondering                1
wont                     1
wood                     1
word                     1
words                    1
work                     18
worked                   2
workers                  1
working                  14
works                    4
world                    17
world-first              2
worlds                   3
worldwide                2
worried                  1
worse                    1
worst-kept               1
would                    45
wouldnt                  2
wove                     1
woyke                    2
wreaks                   1
wright                   3
writing                  1
wrote                    3
wyse                     2
x-                       1
x-class                  1
x-ray                    8
x-rays                   6
y                        9
yang                     3
yangs                    1
yates                    1
year                     18
years                    41
yes                      1
yesterday                2
yet                      10
yeung                    1
yield                    2
yielded                  1
york                     5
you                      25
young                    6
younger                  2
your                     7
youre                    6
youssry                  1
ys                       2
yukon                    1
zauderer                 2
zauderers                1
zdnets                   1
zhao                     1
zhenan                   1
zhu                      1
zinc                     3
zone                     2
zuckerberg               1
