0 ['reuse', 'reliability', 'will']
9491 ['likely', 'to', 'experience']
9492 ['to', 'experience', 'this']
9493 ['experience', 'this', 'effect']
9494 ['this', 'effect', 'these']
9495 ['effect', 'these', 'results']
9496 ['these', 'results', 'are']
9497 ['results', 'are', 'promising']
9498 ['are', 'promising', 'especially']
9499 ['promising', 'especially', 'for']
9500 ['especially', 'for', 'such']
9501 ['for', 'such', 'an']
9502 ['such', 'an', 'early-stage']
9503 ['an', 'early-stage', 'trial']
9504 ['early-stage', 'trial', 'with']
9505 ['trial', 'with', 'only']
9506 ['with', 'only', 'one']
9507 ['only', 'one', 'dose']
9508 ['one', 'dose', 'of']
9509 ['dose', 'of', 'therapy']
9510 ['of', 'therapy', 'said']
9511 ['therapy', 'said', 'dr']
9512 ['dr', 'bell', 'but']
9513 ['bell', 'but', 'of']
9514 ['of', 'course', 'we']
9515 ['course', 'we', 'will']
9516 ['we', 'will', 'need']
9517 ['need', 'to', 'do']
9518 ['to', 'do', 'more']
9519 ['do', 'more', 'trials']
9520 ['more', 'trials', 'to']
9521 ['trials', 'to', 'know']
9522 ['to', 'know', 'if']
9523 ['know', 'if', 'this']
9524 ['if', 'this', 'virus']
9525 ['this', 'virus', 'can']
9526 ['virus', 'can', 'truly']
9527 ['can', 'truly', 'make']
9528 ['truly', 'make', 'a']
9529 ['make', 'a', 'difference']
9530 ['a', 'difference', 'for']
9531 ['difference', 'for', 'patients']
9532 ['for', 'patients', 'we']
9533 ['patients', 'we', 'are']
9534 ['we', 'are', 'working']
9535 ['are', 'working', 'hard']
9536 ['working', 'hard', 'to']
9537 ['hard', 'to', 'get']
9538 ['to', 'get', 'these']
9539 ['get', 'these', 'trials']
9540 ['these', 'trials', 'started']
9541 ['trials', 'started', 'and']
9542 ['started', 'and', 'at']
9543 ['and', 'at', 'the']
9544 ['same', 'time', 'we']
9545 ['time', 'we', 'are']
9546 ['we', 'are', 'also']
9547 ['are', 'also', 'working']
9548 ['also', 'working', 'in']
9549 ['working', 'in', 'the']
9550 ['the', 'laboratory', 'to']
9551 ['laboratory', 'to', 'advance']
9552 ['to', 'advance', 'our']
9553 ['advance', 'our', 'understanding']
9554 ['our', 'understanding', 'of']
9555 ['understanding', 'of', 'these']
9556 ['of', 'these', 'viruses']
9557 ['these', 'viruses', 'and']
9558 ['viruses', 'and', 'figure']
9559 ['and', 'figure', 'out']
9560 ['figure', 'out', 'how']
9561 ['out', 'how', 'best']
9562 ['how', 'best', 'to']
9563 ['best', 'to', 'use']
9564 ['use', 'them', 'on']
9565 ['them', 'on', 'behalf']
9566 ['on', 'behalf', 'of']
9567 ['behalf', 'of', 'everyone']
9568 ['of', 'everyone', 'involved']
9569 ['everyone', 'involved', 'in']
9570 ['involved', 'in', 'this']
9571 ['in', 'this', 'research']
9572 ['this', 'research', 'i']
9573 ['research', 'i', 'want']
9574 ['i', 'want', 'to']
9575 ['want', 'to', 'thank']
9576 ['to', 'thank', 'all']
9577 ['thank', 'all', 'the']
9578 ['all', 'the', 'courageous']
9579 ['the', 'courageous', 'patients']
9580 ['courageous', 'patients', 'who']
9581 ['patients', 'who', 'participated']
9582 ['who', 'participated', 'in']
9583 ['participated', 'in', 'this']
9584 ['in', 'this', 'trial']
9585 ['this', 'trial', 'added']
9586 ['trial', 'added', 'dr']
9587 ['added', 'dr', 'bell']
9588 ['dr', 'bell', 'i']
9589 ['bell', 'i', 'also']
9590 ['i', 'also', 'want']
9591 ['also', 'want', 'to']
9592 ['to', 'thank', 'the']
9593 ['thank', 'the', 'community']
9594 ['the', 'community', 'and']
9595 ['community', 'and', 'funding']
9596 ['and', 'funding', 'organizations']
9597 ['funding', 'organizations', 'for']
9598 ['organizations', 'for', 'their']
9599 ['for', 'their', 'generous']
9600 ['their', 'generous', 'support']
9601 ['a', 'question', 'of']
9602 ['question', 'of', 'gene']
9603 ['of', 'gene', 'silencing']
9604 ['gene', 'silencing', 'august']
9605 ['silencing', 'august', '24']
9606 ['august', '24', '2011']
9607 ['24', '2011', '05:55']
9608 ['2011', '05:55', 'pm']
9609 ['05:55', 'pm', 'when']
9610 ['pm', 'when', 'investigating']
9611 ['when', 'investigating', 'cancer']
9612 ['investigating', 'cancer', 'cells']
9613 ['cancer', 'cells', 'researchers']
9614 ['cells', 'researchers', 'discovered']
9615 ['researchers', 'discovered', 'numerous']
9616 ['discovered', 'numerous', 'peculiarities:']
9617 ['numerous', 'peculiarities:', 'particular']
9618 ['peculiarities:', 'particular', 'rna']
9619 ['particular', 'rna', 'molecules']
9620 ['rna', 'molecules', 'are']
9621 ['molecules', 'are', 'present']
9622 ['are', 'present', 'in']
9623 ['present', 'in', 'large']
9624 ['in', 'large', 'numbers']
9625 ['large', 'numbers', 'particular']
9626 ['numbers', 'particular', 'genes']
9627 ['particular', 'genes', 'are']
9628 ['genes', 'are', 'overactive']
9629 ['are', 'overactive', 'do']
9630 ['overactive', 'do', 'these']
9631 ['do', 'these', 'characteristics']
9632 ['these', 'characteristics', 'have']
9633 ['characteristics', 'have', 'a']
9634 ['have', 'a', 'relation']
9635 ['a', 'relation', 'to']
9636 ['relation', 'to', 'cancer']
9637 ['to', 'cancer', 'do']
9638 ['cancer', 'do', 'they']
9639 ['do', 'they', 'promote']
9640 ['they', 'promote', 'cell']
9641 ['promote', 'cell', 'growth']
9642 ['cell', 'growth', 'do']
9643 ['growth', 'do', 'they']
9644 ['do', 'they', 'inactivate']
9645 ['they', 'inactivate', 'growth']
9646 ['inactivate', 'growth', 'brakes']
9647 ['growth', 'brakes', 'or']
9648 ['brakes', 'or', 'are']
9649 ['or', 'are', 'they']
9650 ['are', 'they', 'just']
9651 ['they', 'just', 'a']
9652 ['just', 'a', 'whim']
9653 ['a', 'whim', 'of']
9654 ['whim', 'of', 'nature']
9655 ['of', 'nature', 'to']
9656 ['nature', 'to', 'find']
9657 ['to', 'find', 'clues']
9658 ['find', 'clues', 'for']
9659 ['clues', 'for', 'answering']
9660 ['for', 'answering', 'these']
9661 ['answering', 'these', 'questions']
9662 ['these', 'questions', 'scientists']
9663 ['questions', 'scientists', 'perform']
9664 ['scientists', 'perform', 'what']
9665 ['perform', 'what', 'are']
9666 ['what', 'are', 'called']
9667 ['are', 'called', 'loss-of-function']
9668 ['called', 'loss-of-function', 'analyses']
9669 ['loss-of-function', 'analyses', 'they']
9670 ['analyses', 'they', 'knock']
9671 ['they', 'knock', 'out']
9672 ['knock', 'out', 'silence']
9673 ['out', 'silence', 'the']
9674 ['silence', 'the', 'gene']
9675 ['the', 'gene', 'of']
9676 ['gene', 'of', 'interest']
9677 ['of', 'interest', 'in']
9678 ['interest', 'in', 'living']
9679 ['in', 'living', 'cells']
9680 ['living', 'cells', 'or']
9681 ['cells', 'or', 'whole']
9682 ['or', 'whole', 'organisms']
9683 ['whole', 'organisms', 'and']
9684 ['organisms', 'and', 'subsequently']
9685 ['and', 'subsequently', 'look']
9686 ['subsequently', 'look', 'for']
9687 ['look', 'for', 'any']
9688 ['for', 'any', 'changes']
9689 ['any', 'changes', 'in']
9690 ['in', 'the', 'cells']
9691 ['the', 'cells', 'metabolism']
9692 ['cells', 'metabolism', 'physiology']
9693 ['metabolism', 'physiology', 'or']
9694 ['physiology', 'or', 'behavior']
9695 ['or', 'behavior', 'in']
9696 ['behavior', 'in', 'order']
9697 ['in', 'order', 'to']
9698 ['order', 'to', 'find']
9699 ['to', 'find', 'out']
9700 ['find', 'out', 'whether']
9701 ['out', 'whether', 'specific']
9702 ['whether', 'specific', 'cellular']
9703 ['specific', 'cellular', 'functions']
9704 ['cellular', 'functions', 'are']
9705 ['functions', 'are', 'lost']
9706 ['are', 'lost', 'however']
9707 ['lost', 'however', 'what']
9708 ['however', 'what', 'was']
9709 ['what', 'was', 'still']
9710 ['was', 'still', 'missing']
9711 ['still', 'missing', 'was']
9712 ['missing', 'was', 'a']
9713 ['was', 'a', 'method']
9714 ['a', 'method', 'for']
9715 ['method', 'for', 'selectively']
9716 ['for', 'selectively', 'silencing']
9717 ['selectively', 'silencing', 'those']
9718 ['silencing', 'those', 'genes']
9719 ['those', 'genes', 'that']
9720 ['genes', 'that', 'do']
9721 ['that', 'do', 'not']
9722 ['do', 'not', 'code']
9723 ['not', 'code', 'for']
9724 ['code', 'for', 'proteins']
9725 ['for', 'proteins', 'said']
9726 ['proteins', 'said', 'dr']
9727 ['said', 'dr', 'sven']
9728 ['dr', 'sven', 'diederichs']
9729 ['sven', 'diederichs', 'who']
9730 ['diederichs', 'who', 'is']
9731 ['who', 'is', 'head']
9732 ['is', 'head', 'of']
9733 ['head', 'of', 'a']
9734 ['of', 'a', 'junior']
9735 ['a', 'junior', 'research']
9736 ['junior', 'research', 'group']
9737 ['research', 'group', 'at']
9738 ['group', 'at', 'dkfz']
9739 ['at', 'dkfz', 'and']
9740 ['dkfz', 'and', 'at']
9741 ['at', 'the', 'institute']
9742 ['the', 'institute', 'of']
9743 ['institute', 'of', 'pathology']
9744 ['of', 'pathology', 'of']
9745 ['pathology', 'of', 'heidelberg']
9746 ['of', 'heidelberg', 'university']
9747 ['heidelberg', 'university', 'with']
9748 ['university', 'with', 'his']
9749 ['with', 'his', 'team']
9750 ['his', 'team', 'the']
9751 ['team', 'the', 'molecular']
9752 ['the', 'molecular', 'biologist']
9753 ['molecular', 'biologist', 'has']
9754 ['biologist', 'has', 'now']
9755 ['has', 'now', 'developed']
9756 ['now', 'developed', 'a']
9757 ['developed', 'a', 'new']
9758 ['a', 'new', 'method']
9759 ['new', 'method', 'for']
9760 ['selectively', 'silencing', 'such']
9761 ['silencing', 'such', 'non-protein-coding']
9762 ['such', 'non-protein-coding', 'genes']
9763 ['non-protein-coding', 'genes', 'and']
9764 ['genes', 'and', 'thus']
9765 ['and', 'thus', 'determining']
9766 ['thus', 'determining', 'their']
9767 ['determining', 'their', 'function']
9768 ['their', 'function', 'in']
9769 ['function', 'in', 'many']
9770 ['in', 'many', 'cancers']
9771 ['many', 'cancers', 'we']
9772 ['cancers', 'we', 'find']
9773 ['we', 'find', 'that']
9774 ['find', 'that', 'specific']
9775 ['that', 'specific', 'non-']
9776 ['specific', 'non-', 'coding']
9777 ['non-', 'coding', 'genes']
9778 ['coding', 'genes', 'are']
9779 ['genes', 'are', 'particularly']
9780 ['are', 'particularly', 'active']
9781 ['particularly', 'active', 'therefore']
9782 ['active', 'therefore', 'we']
9783 ['therefore', 'we', 'want']
9784 ['we', 'want', 'to']
9785 ['want', 'to', 'understand']
9786 ['to', 'understand', 'what']
9787 ['understand', 'what', 'the']
9788 ['what', 'the', 'rna']
9789 ['the', 'rna', 'molecules']
9790 ['rna', 'molecules', 'transcribed']
9791 ['molecules', 'transcribed', 'from']
9792 ['transcribed', 'from', 'these']
9793 ['from', 'these', 'genes']
9794 ['these', 'genes', 'bring']
9795 ['genes', 'bring', 'about']
9796 ['bring', 'about', 'in']
9797 ['about', 'in', 'the']
9798 ['in', 'the', 'tumor']
9799 ['the', 'tumor', 'cells']
9800 ['tumor', 'cells', 'diederichs']
9801 ['cells', 'diederichs', 'and']
9802 ['diederichs', 'and', 'his']
9803 ['team', 'have', 'based']
9804 ['have', 'based', 'their']
9805 ['based', 'their', 'method']
9806 ['their', 'method', 'on']
9807 ['method', 'on', 'the']
9808 ['on', 'the', 'use']
9809 ['use', 'of', 'zinc']
9810 ['of', 'zinc', 'finger']
9811 ['zinc', 'finger', 'nucleases']
9812 ['finger', 'nucleases', 'these']
9813 ['nucleases', 'these', 'are']
9814 ['these', 'are', 'engineered']
9815 ['are', 'engineered', 'protein']
9816 ['engineered', 'protein', 'molecules']
9817 ['protein', 'molecules', 'that']
9818 ['molecules', 'that', 'cut']
9819 ['that', 'cut', 'dna']
9820 ['cut', 'dna', 'at']
9821 ['dna', 'at', 'precisely']
9822 ['at', 'precisely', 'defined']
9823 ['precisely', 'defined', 'sites']
9824 ['defined', 'sites', 'and']
9825 ['sites', 'and', 'thus']
9826 ['and', 'thus', 'facilitate']
9827 ['thus', 'facilitate', 'specific']
9828 ['facilitate', 'specific', 'targeting']
9829 ['specific', 'targeting', 'and']
9830 ['targeting', 'and', 'cutting']
9831 ['and', 'cutting', 'of']
9832 ['cutting', 'of', 'genes']
9833 ['of', 'genes', 'although']
9834 ['genes', 'although', 'the']
9835 ['although', 'the', 'cells']
9836 ['the', 'cells', 'repair']
9837 ['cells', 'repair', 'machinery']
9838 ['repair', 'machinery', 'will']
9839 ['machinery', 'will', 're-connect']
9840 ['will', 're-connect', 'the']
9841 ['re-connect', 'the', 'two']
9842 ['the', 'two', 'ends']
9843 ['two', 'ends', 'after']
9844 ['ends', 'after', 'the']
9845 ['after', 'the', 'cutting']
9846 ['the', 'cutting', 'process']
9847 ['cutting', 'process', 'silencing']
9848 ['process', 'silencing', 'works']
9849 ['silencing', 'works', 'well']
9850 ['works', 'well', 'for']
9851 ['well', 'for', 'protein-coding']
9852 ['for', 'protein-coding', 'genes']
9853 ['protein-coding', 'genes', 'the']
9854 ['genes', 'the', 'repair']
9855 ['the', 'repair', 'enzymes']
9856 ['repair', 'enzymes', 'usually']
9857 ['enzymes', 'usually', 'do']
9858 ['usually', 'do', 'not']
9859 ['do', 'not', 'repair']
9860 ['not', 'repair', 'the']
9861 ['repair', 'the', 'site']
9862 ['the', 'site', 'precisely']
9863 ['site', 'precisely', 'and']
9864 ['precisely', 'and', 'insert']
9865 ['and', 'insert', 'small']
9866 ['insert', 'small', 'defects']
9867 ['small', 'defects', 'this']
9868 ['defects', 'this', 'destroys']
9869 ['this', 'destroys', 'the']
9870 ['destroys', 'the', 'protein']
9871 ['the', 'protein', 'information']
9872 ['protein', 'information', 'so']
9873 ['information', 'so', 'that']
9874 ['so', 'that', 'the']
9875 ['that', 'the', 'proteins']
9876 ['the', 'proteins', 'can']
9877 ['proteins', 'can', 'no']
9878 ['can', 'no', 'longer']
9879 ['longer', 'be', 'formed']
9880 ['be', 'formed', 'for']
9881 ['formed', 'for', 'non-protein-coding']
9882 ['for', 'non-protein-coding', 'genes']
9883 ['non-protein-coding', 'genes', 'however']
9884 ['genes', 'however', 'such']
9885 ['however', 'such', 'small']
9886 ['such', 'small', 'defects']
9887 ['small', 'defects', 'are']
9888 ['defects', 'are', 'not']
9889 ['are', 'not', 'relevant']
9890 ['not', 'relevant', 'therefore']
9891 ['relevant', 'therefore', 'mere']
9892 ['therefore', 'mere', 'cutting']
9893 ['mere', 'cutting', 'does']
9894 ['cutting', 'does', 'not']
9895 ['does', 'not', 'bring']
9896 ['not', 'bring', 'the']
9897 ['bring', 'the', 'desired']
9898 ['the', 'desired', 'result']
9899 ['desired', 'result', 'the']
9900 ['result', 'the', 'repair']
9901 ['the', 'repair', 'process']
9902 ['repair', 'process', 'simply']
9903 ['process', 'simply', 'results']
9904 ['simply', 'results', 'in']
9905 ['results', 'in', 'another']
9906 ['in', 'another', 'functioning']
9907 ['another', 'functioning', 'gene']
9908 ['functioning', 'gene', 'that']
9909 ['gene', 'that', 'is']
9910 ['that', 'is', 'transcribed']
9911 ['is', 'transcribed', 'into']
9912 ['transcribed', 'into', 'rna']
9913 ['into', 'rna', 'molecules']
9914 ['rna', 'molecules', 'the']
9915 ['molecules', 'the', 'heidelberg']
9916 ['the', 'heidelberg', 'researchers']
9917 ['heidelberg', 'researchers', 'therefore']
9918 ['researchers', 'therefore', 'used']
9919 ['therefore', 'used', 'a']
9920 ['used', 'a', 'trick:']
9921 ['a', 'trick:', 'the']
9922 ['trick:', 'the', 'repair']
9923 ['the', 'repair', 'proteins']
9924 ['repair', 'proteins', 'are']
9925 ['proteins', 'are', 'also']
9926 ['are', 'also', 'able']
9927 ['also', 'able', 'to']
9928 ['able', 'to', 'integrate']
9929 ['to', 'integrate', 'small']
9930 ['integrate', 'small', 'dna']
9931 ['small', 'dna', 'segments']
9932 ['dna', 'segments', 'when']
9933 ['segments', 'when', 'mending']
9934 ['when', 'mending', 'the']
9935 ['mending', 'the', 'two']
9936 ['two', 'ends', 'therefore']
9937 ['ends', 'therefore', 'the']
9938 ['therefore', 'the', 'molecular']
9939 ['the', 'molecular', 'biologists']
9940 ['molecular', 'biologists', 'integrated']
9941 ['biologists', 'integrated', 'a']
9942 ['integrated', 'a', 'signaling']
9943 ['a', 'signaling', 'sequence']
9944 ['signaling', 'sequence', 'at']
9945 ['sequence', 'at', 'the']
9946 ['at', 'the', 'site']
9947 ['the', 'site', 'where']
9948 ['site', 'where', 'the']
9949 ['where', 'the', 'gene']
9950 ['the', 'gene', 'was']
9951 ['gene', 'was', 'cut']
9952 ['was', 'cut', 'this']
9953 ['cut', 'this', 'sequence']
9954 ['this', 'sequence', 'causes']
9955 ['sequence', 'causes', 'the']
9956 ['causes', 'the', 'rna']
9957 ['the', 'rna', 'transcript']
9958 ['rna', 'transcript', 'of']
9959 ['transcript', 'of', 'this']
9960 ['of', 'this', 'gene']
9961 ['this', 'gene', 'to']
9962 ['gene', 'to', 'be']
9963 ['to', 'be', 'broken']
9964 ['be', 'broken', 'down']
9965 ['broken', 'down', 'at']
9966 ['down', 'at', 'once']
9967 ['at', 'once', 'so']
9968 ['once', 'so', 'that']
9969 ['so', 'that', 'it']
9970 ['that', 'it', 'is']
9971 ['is', 'not', 'available']
9972 ['not', 'available', 'for']
9973 ['available', 'for', 'any']
9974 ['for', 'any', 'cellular']
9975 ['any', 'cellular', 'functions']
9976 ['cellular', 'functions', 'the']
9977 ['functions', 'the', 'resulting']
9978 ['the', 'resulting', 'changes']
9979 ['resulting', 'changes', 'in']
9980 ['changes', 'in', 'cellular']
9981 ['in', 'cellular', 'biology']
9982 ['cellular', 'biology', 'can']
9983 ['biology', 'can', 'then']
9984 ['can', 'then', 'be']
9985 ['then', 'be', 'analyzed']
9986 ['be', 'analyzed', 'comprehensively']
9987 ['analyzed', 'comprehensively', 'we']
9988 ['comprehensively', 'we', 'are']
9989 ['we', 'are', 'now']
9990 ['are', 'now', 'able']
9991 ['now', 'able', 'for']
9992 ['able', 'for', 'the']
9993 ['first', 'time', 'to']
9994 ['time', 'to', 'completely']
9995 ['to', 'completely', 'silence']
9996 ['completely', 'silence', 'the']
9997 ['silence', 'the', 'non-protein-coding']
9998 ['the', 'non-protein-coding', 'genes']
9999 ['and', 'thus', 'study']
10000 ['thus', 'study', 'their']
10001 ['study', 'their', 'molecular']
10002 ['their', 'molecular', 'and']
10003 ['molecular', 'and', 'cellular']
10004 ['and', 'cellular', 'functions']
10005 ['cellular', 'functions', 'said']
10006 ['functions', 'said', 'sven']
10007 ['said', 'sven', 'diederichs']
10008 ['sven', 'diederichs', 'when']
10009 ['diederichs', 'when', 'explaining']
10010 ['when', 'explaining', 'the']
10011 ['explaining', 'the', 'goal']
10012 ['the', 'goal', 'of']
10013 ['goal', 'of', 'his']
10014 ['of', 'his', 'research']
10015 ['his', 'research', 'approach']
10016 ['research', 'approach', 'it']
10017 ['approach', 'it', 'is']
10018 ['it', 'is', 'very']
10019 ['is', 'very', 'likely']
10020 ['very', 'likely', 'that']
10021 ['likely', 'that', 'these']
10022 ['these', 'genes', 'play']
10023 ['genes', 'play', 'an']
10024 ['play', 'an', 'important']
10025 ['an', 'important', 'role']
10026 ['important', 'role', 'in']
10027 ['role', 'in', 'cancer']
10028 ['in', 'cancer', 'development']
10029 ['cancer', 'development', 'we']
10030 ['development', 'we', 'are']
10031 ['we', 'are', 'sure']
10032 ['are', 'sure', 'it']
10033 ['sure', 'it', 'is']
10034 ['is', 'not', 'by']
10035 ['not', 'by', 'chance']
10036 ['by', 'chance', 'that']
10037 ['chance', 'that', 'they']
10038 ['that', 'they', 'are']
10039 ['they', 'are', 'so']
10040 ['are', 'so', 'very']
10041 ['so', 'very', 'active']
10042 ['very', 'active', 'particularly']
10043 ['active', 'particularly', 'in']
10044 ['particularly', 'in', 'tumor']
10045 ['in', 'tumor', 'cells']
10046 ['scripps', 'research', 'scientists']
10047 ['research', 'scientists', 'help']
10048 ['scientists', 'help', 'pinpoint']
10049 ['help', 'pinpoint', 'cause']
10050 ['pinpoint', 'cause', 'of']
10051 ['cause', 'of', 'stress-related']
10052 ['of', 'stress-related', 'dna']
10053 ['stress-related', 'dna', 'damage']
10054 ['dna', 'damage', 'august']
10055 ['damage', 'august', '22']
10056 ['august', '22', '2011']
10057 ['22', '2011', '04:10']
10058 ['2011', '04:10', 'pm']
10059 ['04:10', 'pm', 'working']
10060 ['pm', 'working', 'closely']
10061 ['working', 'closely', 'with']
10062 ['closely', 'with', 'a']
10063 ['with', 'a', 'team']
10064 ['of', 'researchers', 'from']
10065 ['researchers', 'from', 'duke']
10066 ['from', 'duke', 'university']
10067 ['duke', 'university', 'scientists']
10068 ['university', 'scientists', 'from']
10069 ['scientists', 'from', 'the']
10070 ['from', 'the', 'florida']
10071 ['the', 'florida', 'campus']
10072 ['florida', 'campus', 'of']
10073 ['campus', 'of', 'the']
10074 ['of', 'the', 'scripps']
10075 ['the', 'scripps', 'research']
10076 ['scripps', 'research', 'institute']
10077 ['research', 'institute', 'have']
10078 ['institute', 'have', 'helped']
10079 ['have', 'helped', 'identify']
10080 ['helped', 'identify', 'a']
10081 ['identify', 'a', 'molecular']
10082 ['a', 'molecular', 'pathway']
10083 ['molecular', 'pathway', 'that']
10084 ['pathway', 'that', 'plays']
10085 ['that', 'plays', 'a']
10086 ['plays', 'a', 'key']
10087 ['a', 'key', 'role']
10088 ['key', 'role', 'in']
10089 ['role', 'in', 'stress-related']
10090 ['in', 'stress-related', 'damage']
10091 ['stress-related', 'damage', 'to']
10092 ['damage', 'to', 'the']
10093 ['to', 'the', 'genome']
10094 ['the', 'genome', 'the']
10095 ['genome', 'the', 'entirety']
10096 ['the', 'entirety', 'of']
10097 ['entirety', 'of', 'an']
10098 ['of', 'an', 'organisms']
10099 ['an', 'organisms', 'hereditary']
10100 ['organisms', 'hereditary', 'information']
10101 ['hereditary', 'information', 'the']
10102 ['information', 'the', 'new']
10103 ['the', 'new', 'findings']
10104 ['new', 'findings', 'published']
10105 ['findings', 'published', 'in']
10106 ['in', 'the', 'journal']
10107 ['journal', 'nature', 'on']
10108 ['nature', 'on', 'august']
10109 ['on', 'august', '21']
10110 ['august', '21', '2011']
10111 ['21', '2011', 'could']
10112 ['2011', 'could', 'not']
10113 ['could', 'not', 'only']
10114 ['not', 'only', 'explain']
10115 ['only', 'explain', 'the']
10116 ['explain', 'the', 'development']
10117 ['development', 'of', 'certain']
10118 ['of', 'certain', 'human']
10119 ['certain', 'human', 'disorders']
10120 ['human', 'disorders', 'they']
10121 ['disorders', 'they', 'could']
10122 ['they', 'could', 'also']
10123 ['could', 'also', 'offer']
10124 ['also', 'offer', 'a']
10125 ['offer', 'a', 'potential']
10126 ['a', 'potential', 'model']
10127 ['potential', 'model', 'for']
10128 ['model', 'for', 'prevention']
10129 ['for', 'prevention', 'and']
10130 ['prevention', 'and', 'therapy']
10131 ['and', 'therapy', 'while']
10132 ['therapy', 'while', 'the']
10133 ['while', 'the', 'human']
10134 ['the', 'human', 'mind']
10135 ['human', 'mind', 'and']
10136 ['mind', 'and', 'body']
10137 ['and', 'body', 'are']
10138 ['body', 'are', 'built']
10139 ['are', 'built', 'to']
10140 ['built', 'to', 'respond']
10141 ['respond', 'to', 'stress']
10142 ['to', 'stress', 'the']
10143 ['stress', 'the', 'well-known']
10144 ['the', 'well-known', 'fight']
10145 ['well-known', 'fight', 'or']
10146 ['fight', 'or', 'flight']
10147 ['or', 'flight', 'response']
10148 ['flight', 'response', 'which']
10149 ['response', 'which', 'lasts']
10150 ['which', 'lasts', 'only']
10151 ['lasts', 'only', 'a']
10152 ['only', 'a', 'few']
10153 ['a', 'few', 'minutes']
10154 ['few', 'minutes', 'and']
10155 ['minutes', 'and', 'raises']
10156 ['and', 'raises', 'heart']
10157 ['raises', 'heart', 'rate']
10158 ['heart', 'rate', 'and']
10159 ['rate', 'and', 'blood']
10160 ['and', 'blood', 'glucose']
10161 ['blood', 'glucose', 'levels']
10162 ['glucose', 'levels', 'the']
10163 ['levels', 'the', 'response']
10164 ['the', 'response', 'itself']
10165 ['response', 'itself', 'can']
10166 ['itself', 'can', 'cause']
10167 ['can', 'cause', 'significant']
10168 ['cause', 'significant', 'damage']
10169 ['significant', 'damage', 'if']
10170 ['damage', 'if', 'maintained']
10171 ['if', 'maintained', 'over']
10172 ['maintained', 'over', 'long']
10173 ['over', 'long', 'periods']
10174 ['long', 'periods', 'of']
10175 ['periods', 'of', 'time']
10176 ['of', 'time', 'when']
10177 ['time', 'when', 'stress']
10178 ['when', 'stress', 'becomes']
10179 ['stress', 'becomes', 'chronic']
10180 ['becomes', 'chronic', 'this']
10181 ['chronic', 'this', 'natural']
10182 ['this', 'natural', 'response']
10183 ['natural', 'response', 'can']
10184 ['response', 'can', 'lead']
10185 ['can', 'lead', 'to']
10186 ['lead', 'to', 'a']
10187 ['to', 'a', 'number']
10188 ['a', 'number', 'of']
10189 ['number', 'of', 'disease-related']
10190 ['of', 'disease-related', 'symptoms']
10191 ['disease-related', 'symptoms', 'including']
10192 ['symptoms', 'including', 'peptic']
10193 ['including', 'peptic', 'ulcers']
10194 ['peptic', 'ulcers', 'and']
10195 ['ulcers', 'and', 'cardiovascular']
10196 ['and', 'cardiovascular', 'disorders']
10197 ['cardiovascular', 'disorders', 'to']
10198 ['disorders', 'to', 'make']
10199 ['to', 'make', 'matters']
10200 ['make', 'matters', 'worse']
10201 ['matters', 'worse', 'evidence']
10202 ['worse', 'evidence', 'indicates']
10203 ['evidence', 'indicates', 'that']
10204 ['indicates', 'that', 'chronic']
10205 ['that', 'chronic', 'stress']
10206 ['chronic', 'stress', 'eventually']
10207 ['stress', 'eventually', 'leads']
10208 ['eventually', 'leads', 'to']
10209 ['leads', 'to', 'dna']
10210 ['to', 'dna', 'damage']
10211 ['dna', 'damage', 'which']
10212 ['damage', 'which', 'in']
10213 ['which', 'in', 'turn']
10214 ['in', 'turn', 'can']
10215 ['turn', 'can', 'result']
10216 ['can', 'result', 'in']
10217 ['result', 'in', 'various']
10218 ['in', 'various', 'neuropsychiatric']
10219 ['various', 'neuropsychiatric', 'conditions']
10220 ['neuropsychiatric', 'conditions', 'miscarriages']
10221 ['conditions', 'miscarriages', 'cancer']
10222 ['miscarriages', 'cancer', 'and']
10223 ['cancer', 'and', 'even']
10224 ['and', 'even', 'aging']
10225 ['even', 'aging', 'itself']
10226 ['aging', 'itself', 'until']
10227 ['itself', 'until', 'the']
10228 ['until', 'the', 'new']
10229 ['the', 'new', 'study']
10230 ['new', 'study', 'however']
10231 ['study', 'however', 'exactly']
10232 ['however', 'exactly', 'how']
10233 ['exactly', 'how', 'chronic']
10234 ['how', 'chronic', 'stress']
10235 ['chronic', 'stress', 'wreaks']
10236 ['stress', 'wreaks', 'havoc']
10237 ['wreaks', 'havoc', 'on']
10238 ['havoc', 'on', 'dna']
10239 ['on', 'dna', 'was']
10240 ['dna', 'was', 'basically']
10241 ['was', 'basically', 'unknown']
10242 ['basically', 'unknown', 'precisely']
10243 ['unknown', 'precisely', 'how']
10244 ['precisely', 'how', 'chronic']
10245 ['chronic', 'stress', 'leads']
10246 ['stress', 'leads', 'to']
10247 ['dna', 'damage', 'is']
10248 ['damage', 'is', 'not']
10249 ['is', 'not', 'fully']
10250 ['not', 'fully', 'understood']
10251 ['fully', 'understood', 'said']
10252 ['understood', 'said', 'derek']
10253 ['said', 'derek', 'duckett']
10254 ['derek', 'duckett', 'associate']
10255 ['duckett', 'associate', 'scientific']
10256 ['associate', 'scientific', 'director']
10257 ['of', 'the', 'translational']
10258 ['the', 'translational', 'research']
10259 ['translational', 'research', 'institute']
10260 ['research', 'institute', 'at']
10261 ['institute', 'at', 'scripps']
10262 ['at', 'scripps', 'florida']
